p_val	avg_diff	pct.1	pct.2	p_val_adj	cluster	gene
BSG	0	0.0797370122890929	0.465	0.269	0	1	BSG
FIS1	0	0.0767676978769092	0.359	0.218	0	1	FIS1
TXNL1	0	0.0752311329489254	0.253	0.161	0	1	TXNL1
NDUFB10	0	0.0709181054914051	0.433	0.257	0	1	NDUFB10
RPS25	0	0.0700466584280566	0.961	0.925	0	1	RPS25
HSD17B10	0	0.0686215333583183	0.259	0.161	0	1	HSD17B10
ECH1	0	0.0595460857046747	0.318	0.206	0	1	ECH1
LSM5	0	0.0594608716065014	0.399	0.247	0	1	LSM5
PSMD7	0	0.0563477783366244	0.259	0.163	0	1	PSMD7
MRPS34	0	0.0529861627246812	0.283	0.165	0	1	MRPS34
PSMA3	0	0.0514965702477475	0.322	0.195	0	1	PSMA3
ADRM1	0	0.0505194986418377	0.256	0.166	0	1	ADRM1
HMGN3	0	0.0499055739059988	0.376	0.236	0	1	HMGN3
GNAS	0	0.047407352573999	0.321	0.213	0	1	GNAS
MRPL52	0	0.0446299098626216	0.407	0.238	0	1	MRPL52
DNAJC15	0	0.0364020534519195	0.287	0.182	0	1	DNAJC15
TUFM	0	0.0344715700241389	0.368	0.222	0	1	TUFM
MRP63	0	0.0265909955402843	0.309	0.199	0	1	MRP63
ATP5J	0	0.0261925048238405	0.541	0.315	0	1	ATP5J
POLR2I	0	0.0230921279393904	0.274	0.179	0	1	POLR2I
ATP5G1	0	0.0223461417564839	0.46	0.236	0	1	ATP5G1
NDUFS6	0	0.0196891040665461	0.449	0.253	0	1	NDUFS6
NDUFAB1	0	0.0125325523225756	0.316	0.18	0	1	NDUFAB1
MZT2B	0	0.0108398562190124	0.408	0.24	0	1	MZT2B
LSMD1	0	0.00903176839248498	0.338	0.22	0	1	LSMD1
DNPH1	0	0.00752648121443716	0.276	0.172	0	1	DNPH1
PRDX2	0	0.00659020083390505	0.442	0.255	0	1	PRDX2
ANAPC11	0	0.00476286404162218	0.373	0.233	0	1	ANAPC11
DYNLL1	0	0.00285143114804765	0.626	0.389	0	1	DYNLL1
EIF2S2	0	0.00271811867942018	0.416	0.268	0	1	EIF2S2
EIF5B	7.43024535802891e-307	0.0522934217881165	0.366	0.247	1.68146452452194e-302	1	EIF5B
WDR83OS	6.98399259288466e-306	0.106416823358837	0.438	0.297	1.5804775237698e-301	1	WDR83OS
MT-ND4L	2.78871758683647e-303	0.141375282498862	0.455	0.31	6.31086789901094e-299	1	MT-ND4L
MT1X	6.94305812389889e-290	0.0120132696708077	0.325	0.222	1.57121405343832e-285	1	MT1X
RAB2A	5.24778394624553e-285	0.0188319610252639	0.324	0.219	1.18757350703536e-280	1	RAB2A
SVIP	1.65911573202931e-276	0.0682682227604158	0.281	0.188	3.75457890158234e-272	1	SVIP
RPL18	7.68072257453488e-270	1.26031552627562	0.961	0.883	1.73814751861724e-265	1	RPL18
GHITM	2.28817615606749e-263	0.0703656383412294	0.361	0.247	5.17814264118072e-259	1	GHITM
ERH	1.26910797797864e-248	0.00890716646086653	0.458	0.311	2.87199135416565e-244	1	ERH
POLR2K	1.63802036056458e-237	0.0676468631979186	0.335	0.232	3.70684007595764e-233	1	POLR2K
TXNIP	1.07993610128478e-236	0.417301139815471	0.364	0.256	2.44389539720746e-232	1	TXNIP
PSMB2	8.22246124836259e-235	0.00820476649554164	0.255	0.175	1.86074298050445e-230	1	PSMB2
POLR2J	8.73055900076939e-232	0.0410544806634806	0.269	0.186	1.97572550187411e-227	1	POLR2J
TSTD1	6.8920836573168e-230	0.0423484505858646	0.275	0.188	1.55967853165079e-225	1	TSTD1
GMFG	1.7313187472935e-224	0.210130026069996	0.42	0.263	3.91797432512519e-220	1	GMFG
UXT	1.97027977777293e-215	0.113665355403598	0.445	0.314	4.45874313710013e-211	1	UXT
ASAH1	2.21375677075433e-215	0.0384565409372447	0.253	0.173	5.00973157221704e-211	1	ASAH1
RPLP0	2.58025825422427e-211	1.42698147721302	0.933	0.753	5.83912442930952e-207	1	RPLP0
MRPL54	4.4138113856383e-203	0.0201736322707585	0.263	0.186	9.98845516569946e-199	1	MRPL54
NDUFB5	1.88646456250691e-201	0.0161213302349776	0.287	0.203	4.26906930495313e-197	1	NDUFB5
CD44	1.06186764285773e-189	0.396088422671104	0.473	0.328	2.40300647578705e-185	1	CD44
MALAT1	2.66357678688315e-188	83.8404950866124	0.98	0.961	6.02767426871656e-184	1	MALAT1
UBL5	7.78373424472703e-187	0.149718582221047	0.671	0.455	1.76145905958173e-182	1	UBL5
RPL4	9.8138040306868e-185	0.41136654687141	0.846	0.711	2.22086385214442e-180	1	RPL4
AP3S1	1.25073558484465e-183	0.0690819384030538	0.276	0.196	2.83041462850344e-179	1	AP3S1
MPHOSPH8	3.20824260754738e-182	0.0842137945996754	0.256	0.18	7.26025302087971e-178	1	MPHOSPH8
C11orf31	2.92485311148555e-181	0.0490299238523959	0.394	0.282	6.61894259129179e-177	1	C11orf31
PSMA2.1	7.34435013468601e-181	0.0223406593709848	0.353	0.252	1.66202643547944e-176	1	PSMA2.1
OAZ1	5.77636868482698e-175	1.18356196899572	0.868	0.661	1.30719223337634e-170	1	OAZ1
EEF1D	1.33529708565882e-172	2.53235108847998	0.939	0.803	3.02177730484592e-168	1	EEF1D
PAIP2	7.49054338943755e-170	0.126159105975141	0.313	0.219	1.69510996902972e-165	1	PAIP2
EIF3J	1.31090568266653e-164	0.00592099807987279	0.277	0.201	2.96657955987437e-160	1	EIF3J
TMEM219	7.48231653274867e-164	0.00748443104497709	0.266	0.194	1.69324823136102e-159	1	TMEM219
SEC11A	4.40351141929843e-161	0.00719469389895211	0.328	0.239	9.96514634187235e-157	1	SEC11A
SCAND1	5.79185113836581e-160	0.00525587413516232	0.331	0.242	1.31069591261218e-155	1	SCAND1
C14orf166	1.71175979700275e-158	0.0324855913536556	0.366	0.266	3.87371242061722e-154	1	C14orf166
NDFIP1	1.2256753615791e-156	0.0459957973111701	0.258	0.187	2.77370334325351e-152	1	NDFIP1
EIF1AX	3.12448653686719e-156	0.067709038048226	0.341	0.251	7.07071303293045e-152	1	EIF1AX
GPX4	2.98378395529811e-149	0.104586813360101	0.464	0.332	6.75230309083962e-145	1	GPX4
CCT8	4.44746373025171e-143	0.0365413920121762	0.304	0.223	1.00646104215596e-138	1	CCT8
HSPA8	3.54009761557778e-140	0.536561082980983	0.625	0.473	8.01124090405252e-136	1	HSPA8
FKBP8	1.00655959077059e-139	0.054125004683915	0.282	0.208	2.27784435391385e-135	1	FKBP8
COX7A2L	4.36766113760441e-138	0.032181122922089	0.362	0.267	9.88401715439878e-134	1	COX7A2L
NACA	3.75856437421262e-135	0.0296603986785646	0.824	0.676	8.50563117884316e-131	1	NACA
ATP5L	7.05769506579238e-132	0.504702970877766	0.828	0.595	1.59715639338882e-127	1	ATP5L
DYNLRB1	7.23777102450933e-132	0.0249602975963545	0.306	0.229	1.63790758284646e-127	1	DYNLRB1
MT-CYB	3.66558595577417e-124	1.24460286977779	0.961	0.894	8.29522101791695e-120	1	MT-CYB
TPT1	5.4077843316322e-122	1.09317730677681	0.954	0.865	1.22378159424837e-117	1	TPT1
CLK1	3.42022646602824e-119	0.143291386364247	0.329	0.239	7.7399724926219e-115	1	CLK1
CSNK2B	5.06411361614708e-99	0.00071985825677362	0.283	0.217	1.14600891133408e-94	1	CSNK2B
MT-ND5	1.04304682540154e-96	0.460333121866225	0.796	0.581	2.36041496588369e-92	1	MT-ND5
C19orf53	3.21754479253515e-95	0.0373336744680584	0.473	0.351	7.28130386550703e-91	1	C19orf53
PSMA1	7.13721655576191e-94	0.0124245926625989	0.364	0.277	1.61515210656892e-89	1	PSMA1
RSL24D1	2.68239307276634e-93	0.193857527106375	0.462	0.348	6.07025552367023e-89	1	RSL24D1
ID3	1.6411743505135e-90	0.234588301611461	0.251	0.2	3.71397755521205e-86	1	ID3
EIF3K	1.36432289996301e-85	0.0260953507474353	0.602	0.428	3.08746272261629e-81	1	EIF3K
RPLP1	2.2112762504081e-84	11.0074717655111	0.998	0.98	5.00411815467354e-80	1	RPLP1
POLD4	1.49780826657894e-77	0.0338148533496498	0.375	0.286	3.38954010726814e-73	1	POLD4
CNBP	2.2039903363569e-76	0.0913552087985255	0.402	0.306	4.98763013117566e-72	1	CNBP
RPL8	1.92370201538108e-75	1.7477658635156	0.978	0.917	4.35333766080739e-71	1	RPL8
SRRM2	8.45054050841985e-75	0.0102801511997702	0.262	0.207	1.91235731705541e-70	1	SRRM2
PTPRCAP	1.18873061964195e-71	0.530199278150095	0.606	0.397	2.69009739224974e-67	1	PTPRCAP
RPL7A	5.32364016681206e-71	0.067459174773183	0.913	0.768	1.20473976974957e-66	1	RPL7A
CD47	7.1997780551386e-70	0.0327220685137622	0.27	0.211	1.62930977387787e-65	1	CD47
PAPOLA	7.47233309073866e-68	0.0675303547677856	0.312	0.246	1.69098897843416e-63	1	PAPOLA
NDUFA5	7.39522983077419e-67	0.0108225058949619	0.257	0.204	1.6735405107042e-62	1	NDUFA5
ANAPC16	6.8284557265002e-66	0.140138160912309	0.473	0.36	1.545279530907e-61	1	ANAPC16
JUND	2.25817830865718e-54	0.157824485586282	0.511	0.395	5.11025751249119e-50	1	JUND
EIF4A2	1.48817347738023e-47	0.416276161085113	0.641	0.487	3.36773657931145e-43	1	EIF4A2
UBE2B	5.17205249936227e-47	0.0499999328059554	0.281	0.227	1.17043548060568e-42	1	UBE2B
H3F3B	1.97556062301197e-45	4.63338759164305	0.908	0.827	4.47069368987608e-41	1	H3F3B
SRSF2	1.21062677966088e-44	0.0288259271327138	0.403	0.316	2.73964840237257e-40	1	SRSF2
UBE2D2	1.5893920588554e-44	0.0615568067810949	0.322	0.258	3.59679422918978e-40	1	UBE2D2
RAC2	1.1423124547794e-40	0.1210585191748	0.346	0.252	2.58505308516579e-36	1	RAC2
PSMB9	5.32348969401909e-38	0.0422934023208208	0.37	0.29	1.20470571775652e-33	1	PSMB9
HNRNPH1	1.41303337011406e-32	0.12704612392716	0.365	0.303	3.19769451656812e-28	1	HNRNPH1
RPL17	3.94391283732746e-31	0.116163585579343	0.597	0.464	8.92507475087203e-27	1	RPL17
HSPE1	1.11758479294647e-30	0.0984183786922201	0.525	0.418	2.52909438643786e-26	1	HSPE1
PPP1R2	5.49250406670112e-28	0.0897861263379729	0.279	0.224	1.24295367029446e-23	1	PPP1R2
ATP6V0E1	5.99915569058109e-26	0.156952590071317	0.575	0.439	1.3576089327785e-21	1	ATP6V0E1
STK17B	2.05937900292198e-25	0.118856990226511	0.314	0.241	4.66037468361245e-21	1	STK17B
CRIP1	7.53328254780581e-25	0.00177149369557339	0.25	0.257	1.70478184056845e-20	1	CRIP1
DRAP1	9.06291827576256e-25	0.0197360883092574	0.269	0.224	2.05093840580507e-20	1	DRAP1
SAT1	6.75673904506777e-24	0.177828423507361	0.645	0.561	1.52905004589884e-19	1	SAT1
GLTSCR2	4.19475152464737e-22	0.20326131338308	0.535	0.422	9.49272270027701e-18	1	GLTSCR2
DDX18	2.93575336458589e-19	0.0215783540816524	0.254	0.217	6.64360986405788e-15	1	DDX18
RHOH1	5.25385128619382e-18	0.0992592247364414	0.278	0.215	1.18894654606566e-13	1	RHOH
B2M	4.80798017987746e-16	22.7066377507447	0.996	0.984	1.08804591470627e-11	1	B2M
HSP90AA1	1.18778365769098e-15	1.7941469093234	0.801	0.705	2.68795441735469e-11	1	HSP90AA1
ATP6V1G1	1.02263755928406e-13	0.00567254943568951	0.592	0.481	2.31422879665983e-09	1	ATP6V1G1
SRSF5	2.43206009371795e-12	0.0327596330615876	0.374	0.338	5.50375199208373e-08	1	SRSF5
N4BP2L2	5.29412521962047e-12	0.0650176416683631	0.321	0.267	1.19806053720011e-07	1	N4BP2L2
RPS26	7.28875571419960e-11	0.007160800979646	0.818	0.635	1.64944541812337e-06	1	RPS26
MT-ND2	8.8142034966629e-11	3.40131002876474	0.961	0.893	1.99465425129481e-06	1	MT-ND2
TMEM66	9.09655197007907e-11	0.266682852551886	0.561	0.44	2.05854971082889e-06	1	TMEM66
EIF1	1.63649681094945e-06	2.71220709845574	0.947	0.857	0.0370339228317861	1	EIF1
RPS5	5.35186637353801e-06	2.53980217639185	0.96	0.874	0.121112736033165	1	RPS5
EEF2	1.59372983298113e-05	0.535551639764313	0.752	0.59	0.360661061203629	1	EEF2
HLA-E	0.000162164892395975	0.619686008866017	0.722	0.562	1	1	HLA-E
UBB	0.000218011505908379	1.06981756598005	0.859	0.703	1	1	UBB
EEF1B2	0.000548414794561242	0.320975404581911	0.753	0.578	1	1	EEF1B2
RPL10	0.000554226402212481	13.7230251283098	0.997	0.985	1	1	RPL10
RBM39	0.00348044840836508	0.0711832572079836	0.464	0.384	1	1	RBM39
RPL3	0.00437890388522892	5.46484098128426	0.986	0.943	1	1	RPL3
CCL4	0	4.12689602152901	0.331	0.098	0	2	CCL4
TMSB4X	0	3.90555305586382	0.999	0.97	0	2	TMSB4X
CCL5	0	3.46755445844422	0.478	0.041	0	2	CCL5
IL32	0	2.95382254956239	0.822	0.136	0	2	IL32
KLRB1	0	2.7048540436065	0.538	0.025	0	2	KLRB1
CD3D	0	2.05430300375118	0.738	0.038	0	2	CD3D
GZMA	0	1.50080824266721	0.333	0.014	0	2	GZMA
S100A4	0	1.47508182846558	0.678	0.26	0	2	S100A4
CD7	0	1.32394455845566	0.54	0.024	0	2	CD7
BTG11	0	1.29614941531948	0.782	0.613	0	2	BTG1
CD521	0	1.09115722671817	0.713	0.386	0	2	CD52
NKG7	0	1.0858740593405	0.342	0.019	0	2	NKG7
SRGN1	0	0.979637269840792	0.812	0.518	0	2	SRGN
CD2	0	0.965309152238831	0.528	0.021	0	2	CD2
CD3E	0	0.860596366643617	0.528	0.021	0	2	CD3E
LTB1	0	0.706414227210415	0.451	0.214	0	2	LTB
CD692	0	0.699247829683137	0.651	0.421	0	2	CD69
HCST	0	0.694312501992542	0.496	0.112	0	2	HCST
CORO1A1	0	0.673854312689513	0.601	0.296	0	2	CORO1A
ID2	0	0.657655665410918	0.411	0.166	0	2	ID2
ARHGDIB	0	0.639486492447114	0.628	0.364	0	2	ARHGDIB
PTPRCAP1	0	0.636380567733023	0.657	0.396	0	2	PTPRCAP
EVL	0	0.63301272152944	0.47	0.122	0	2	EVL
AC092580.4	0	0.628088307894897	0.313	0.011	0	2	AC092580.4
CREM	0	0.612079845310248	0.373	0.148	0	2	CREM
CST7	0	0.535526465946412	0.334	0.018	0	2	CST7
TNFAIP3	0	0.492089477374321	0.355	0.126	0	2	TNFAIP3
PTPRC	0	0.487497340458593	0.456	0.146	0	2	PTPRC
LCK	0	0.479425444132844	0.363	0.033	0	2	LCK
IL7R	0	0.471664956216507	0.293	0.022	0	2	IL7R
ICOS	0	0.450919545954973	0.279	0.01	0	2	ICOS
CD3G	0	0.440594847872117	0.317	0.012	0	2	CD3G
FYB	0	0.426909531703383	0.329	0.028	0	2	FYB
IFITM2	0	0.416465100347584	0.457	0.226	0	2	IFITM2
RORA	0	0.39909198753322	0.292	0.047	0	2	RORA
ANXA1	0	0.376807388823347	0.329	0.132	0	2	ANXA1
LEPROTL1	0	0.368605084062227	0.394	0.163	0	2	LEPROTL1
CLEC2B	0	0.354908741789987	0.319	0.116	0	2	CLEC2B
ALOX5AP	0	0.330565589322664	0.323	0.106	0	2	ALOX5AP
LAT	0	0.297924966810699	0.261	0.029	0	2	LAT
STK17B1	0	0.291730954068409	0.383	0.227	0	2	STK17B
ITM2A	0	0.277033127442264	0.333	0.149	0	2	ITM2A
RAC21	0	0.270049433855937	0.401	0.243	0	2	RAC2
SAMSN1	0	0.267953555612364	0.305	0.132	0	2	SAMSN1
ACAP1	0	0.251205110513882	0.3	0.117	0	2	ACAP1
CKLF	0	0.242466733745741	0.364	0.212	0	2	CKLF
GMFG1	0	0.242116889889151	0.425	0.271	0	2	GMFG
NR4A21	0	0.237474890800245	0.339	0.229	0	2	NR4A2
SH3BGRL3	0	0.225857486465302	0.725	0.557	0	2	SH3BGRL3
IL2RG1	0	0.220975302035534	0.365	0.2	0	2	IL2RG
RARRES3	0	0.22074698526817	0.352	0.17	0	2	RARRES3
CXCR41	0	0.211835571294441	0.507	0.359	0	2	CXCR4
LAPTM51	0	0.206394582966572	0.449	0.286	0	2	LAPTM5
ELF11	0	0.192163279648369	0.332	0.215	0	2	ELF1
STK17A	0	0.190723810261128	0.263	0.129	0	2	STK17A
EVI2A	0	0.166897183862765	0.259	0.135	0	2	EVI2A
GPSM31	0	0.154311362913917	0.31	0.209	0	2	GPSM3
PNRC1	0	0.154224696323922	0.409	0.352	0	2	PNRC1
CDC42SE2	0	0.151557592770851	0.278	0.166	0	2	CDC42SE2
PPP2R5C	0	0.138275434961866	0.268	0.162	0	2	PPP2R5C
ABRACL	0	0.137758323286412	0.292	0.175	0	2	ABRACL
RP11-347P5.11	0	0.133383616565332	0.274	0.171	0	2	RP11-347P5.1
LIMD21	0	0.12726429084914	0.29	0.187	0	2	LIMD2
RHOH2	0	0.118281339862585	0.3	0.213	0	2	RHOH
TMEM661	0	0.104787279180898	0.525	0.456	0	2	TMEM66
ARL6IP5	0	0.104075585477534	0.348	0.247	0	2	ARL6IP5
DDX24	0	0.0967236405409498	0.303	0.224	0	2	DDX24
PPP1R21	0	0.0881412116278702	0.288	0.225	0	2	PPP1R2
ARF6	0	0.0803879391446188	0.282	0.219	0	2	ARF6
CD531	0	0.0698411799247836	0.327	0.241	0	2	CD53
COTL1	0	0.0468769669084552	0.273	0.19	0	2	COTL1
LSP11	0	0.0262542390933644	0.385	0.319	0	2	LSP1
ARPC1B	0	0.0186289047162845	0.366	0.273	0	2	ARPC1B
KLF61	0	0.0151425165367238	0.603	0.533	0	2	KLF6
SEPT7	5.90742278718207e-271	0.0325160373729414	0.361	0.306	1.3368497767393e-266	2	SEPT7
RAP1B	1.40735717240633e-249	0.0149437676120625	0.315	0.269	3.18484928115553e-245	2	RAP1B
UCP21	1.54669147171531e-238	0.133507667893382	0.26	0.197	3.50016280049175e-234	2	UCP2
DNAJB6	1.47229642046978e-213	0.056036090315151	0.284	0.235	3.3318067995231e-209	2	DNAJB6
STK41	5.28814510411846e-207	0.0594932933046278	0.312	0.257	1.19670723706201e-202	2	STK4
BIRC3	4.74345815583455e-187	0.0143473083707396	0.293	0.236	1.07344458066536e-182	2	BIRC3
RAP1A	7.56251330015331e-181	0.0366348731669354	0.26	0.221	1.71139675982469e-176	2	RAP1A
CYTIP2	1.37806341091883e-151	0.00480452920324459	0.344	0.304	3.1185574989093e-147	2	CYTIP
KMT2E	6.11374930406025e-147	0.0563835885746101	0.27	0.232	1.38354146750884e-142	2	KMT2E
PGC	0	221.190998843728	0.782	0.371	0	3	PGC
LYZ	0	108.995775067751	0.882	0.293	0	3	LYZ
LIPF	0	78.707262138404	0.394	0.227	0	3	LIPF
TFF1	0	77.5770582118389	0.768	0.235	0	3	TFF1
MT-CO3	0	70.4931914503521	0.945	0.967	0	3	MT-CO3
MT-CO1	0	64.9503604595025	0.946	0.977	0	3	MT-CO1
MT-CO2	0	64.4037859068802	0.937	0.969	0	3	MT-CO2
REG3A	0	55.7726002112969	0.556	0.126	0	3	REG3A
AGR2	0	48.8277328122604	0.89	0.179	0	3	AGR2
S100A6	0	46.4679868555516	0.937	0.523	0	3	S100A6
MT-ND41	0	41.945993906044	0.924	0.957	0	3	MT-ND4
REG1A	0	39.1568852592875	0.683	0.113	0	3	REG1A
TFF2	0	34.9750693923953	0.665	0.114	0	3	TFF2
RPLP11	0	29.918128824116	0.956	0.988	0	3	RPLP1
SPINK1	0	29.2247381927059	0.815	0.109	0	3	SPINK1
MT-ATP6	0	28.9607777802122	0.889	0.909	0	3	MT-ATP6
RPL101	0	28.7184162023749	0.959	0.992	0	3	RPL10
RPS27	0	28.1168975455763	0.967	0.992	0	3	RPS27
RPL34	0	26.3074521212472	0.948	0.988	0	3	RPL34
RPL36	0	25.6990995223485	0.944	0.946	0	3	RPL36
TMSB4X1	0	25.0844611899027	0.961	0.978	0	3	TMSB4X
RPL32	0	24.007478217195	0.942	0.978	0	3	RPL32
TMSB10	0	23.3046993002565	0.941	0.886	0	3	TMSB10
RPL37A	0	21.0532140086485	0.914	0.903	0	3	RPL37A
RPL33	0	20.9174620651002	0.92	0.958	0	3	RPL3
LCN2	0	20.0870626433865	0.716	0.075	0	3	LCN2
RPL211	0	18.6462765765523	0.939	0.982	0	3	RPL21
KRT19	0	18.3697638065593	0.835	0.101	0	3	KRT19
RPS15A1	0	18.2223070753846	0.928	0.969	0	3	RPS15A
KRT8	0	17.1104479821416	0.865	0.12	0	3	KRT8
TPT11	0	16.9420785380428	0.916	0.883	0	3	TPT1
MT-ND1	0	16.8821015906632	0.834	0.782	0	3	MT-ND1
CYSTM1	0	16.4200251818397	0.873	0.148	0	3	CYSTM1
GAPDH	0	16.1892393715276	0.892	0.695	0	3	GAPDH
RPS4X1	0	15.4708547502924	0.9	0.947	0	3	RPS4X
KRT18	0	15.4431808565859	0.858	0.096	0	3	KRT18
PIGR	0	15.3325462262999	0.801	0.075	0	3	PIGR
RP11-1143G9.4	0	14.9257327480755	0.605	0.06	0	3	RP11-1143G9.4
RPL29	0	14.6601699939139	0.914	0.884	0	3	RPL29
FTH1	0	14.2877421944419	0.931	0.892	0	3	FTH1
RPS24	0	14.0235050960497	0.91	0.868	0	3	RPS24
RPL7A1	0	13.9722250351438	0.876	0.793	0	3	RPL7A
SERF2	0	13.482094523665	0.911	0.79	0	3	SERF2
RPLP01	0	13.2451733408296	0.886	0.785	0	3	RPLP0
LTF	0	12.7318907845807	0.435	0.051	0	3	LTF
B2M1	0	12.4414077060087	0.951	0.992	0	3	B2M
IFI27	0	11.8775503492538	0.801	0.14	0	3	IFI27
TSPAN8	0	11.8524448255925	0.842	0.065	0	3	TSPAN8
BPIFB1	0	11.4299722839711	0.48	0.039	0	3	BPIFB1
ACTG1	0	11.3439601686878	0.845	0.593	0	3	ACTG1
GSTP1	0	10.8753274561087	0.835	0.412	0	3	GSTP1
S100P	0	10.5940136842117	0.699	0.06	0	3	S100P
MSMB	0	9.80647707781295	0.373	0.034	0	3	MSMB
COX4I1	0	9.69931258870491	0.86	0.651	0	3	COX4I1
S100A11	0	9.53871713517379	0.836	0.309	0	3	S100A11
PHGR1	0	9.49772233204186	0.408	0.099	0	3	PHGR1
RPS251	0	9.23729882928098	0.896	0.939	0	3	RPS25
TXN	0	9.1555571800579	0.823	0.285	0	3	TXN
COX7C	0	8.85702913400806	0.866	0.68	0	3	COX7C
FXYD3	0	8.73154211316252	0.813	0.066	0	3	FXYD3
ANXA2	0	8.44410431909314	0.749	0.218	0	3	ANXA2
H3F3A	0	8.3926912475456	0.85	0.71	0	3	H3F3A
S100A10	0	8.2435567507076	0.773	0.25	0	3	S100A10
CFL1	0	8.17796472548303	0.836	0.655	0	3	CFL1
MUC6	0	8.05451120163856	0.433	0.071	0	3	MUC6
CST3	0	7.92059552891783	0.838	0.191	0	3	CST3
TFF3	0	7.90132873222713	0.362	0.046	0	3	TFF3
FAU1	0	7.82172424178281	0.869	0.916	0	3	FAU
UQCRQ	0	7.8180762055473	0.838	0.42	0	3	UQCRQ
RPS261	0	7.74327721473918	0.847	0.656	0	3	RPS26
OLFM4	0	7.71949721128026	0.273	0.035	0	3	OLFM4
CD631	0	7.46580338747992	0.815	0.445	0	3	CD63
PPIA	0	7.45728446590132	0.791	0.489	0	3	PPIA
MYL6	0	7.44071323789089	0.857	0.671	0	3	MYL6
PPDPF	0	7.17674190544813	0.851	0.379	0	3	PPDPF
REG4	0	7.09638812498789	0.255	0.041	0	3	REG4
CALM2	0	6.66741966070974	0.828	0.617	0	3	CALM2
COX7A21	0	6.58424863389814	0.817	0.544	0	3	COX7A2
NDUFA4	0	6.53833231789015	0.818	0.504	0	3	NDUFA4
ATP5I	0	6.42679855039251	0.84	0.467	0	3	ATP5I
UQCRH	0	6.25787350158919	0.793	0.451	0	3	UQCRH
MT1G	0	6.1493277463753	0.631	0.06	0	3	MT1G
COX6B1	0	5.89362540595264	0.822	0.498	0	3	COX6B1
GPX2	0	5.88288101987738	0.642	0.047	0	3	GPX2
MUC5AC	0	5.79931808742191	0.506	0.073	0	3	MUC5AC
TCEB2	0	5.77253912423761	0.826	0.473	0	3	TCEB2
COX6C	0	5.65745443492645	0.808	0.444	0	3	COX6C
CD741	0	5.64246442918256	0.787	0.752	0	3	CD74
CXCL17	0	5.62472283392848	0.627	0.025	0	3	CXCL17
BTF3	0	5.61317030842584	0.787	0.609	0	3	BTF3
SLC25A5	0	5.55575727949631	0.714	0.282	0	3	SLC25A5
CHCHD2	0	5.41666054539418	0.771	0.465	0	3	CHCHD2
GKN2	0	5.38047268605191	0.283	0.041	0	3	GKN2
TSPO	0	5.36926361531859	0.729	0.187	0	3	TSPO
ATP5G3	0	5.36278255543418	0.742	0.31	0	3	ATP5G3
LGALS3	0	5.1623575564924	0.699	0.145	0	3	LGALS3
C14orf2	0	5.12739608048358	0.81	0.479	0	3	C14orf2
SAT11	0	5.10506544618437	0.799	0.551	0	3	SAT1
HLA-B	0	5.08774112564192	0.799	0.82	0	3	HLA-B
PRDX1	0	5.08638889049666	0.748	0.376	0	3	PRDX1
COX5B	0	5.07751919067906	0.802	0.397	0	3	COX5B
MT1E	0	5.06710556662305	0.696	0.096	0	3	MT1E
LGALS4	0	4.97895051499909	0.654	0.041	0	3	LGALS4
ANXA10	0	4.97756669934616	0.657	0.032	0	3	ANXA10
CLIC1	0	4.89969374131485	0.734	0.437	0	3	CLIC1
MYL12B	0	4.80155603673583	0.769	0.39	0	3	MYL12B
SMIM22	0	4.72874580387624	0.784	0.044	0	3	SMIM22
POLR2L	0	4.69091416293002	0.796	0.438	0	3	POLR2L
ATP5J2	0	4.67414594985974	0.769	0.346	0	3	ATP5J2
UQCR10	0	4.65018146227461	0.774	0.32	0	3	UQCR10
COX7B	0	4.5985996933786	0.766	0.335	0	3	COX7B
ELF3	0	4.5534368137186	0.705	0.045	0	3	ELF3
EPCAM	0	4.50229724113562	0.693	0.035	0	3	EPCAM
CA2	0	4.49537981906536	0.647	0.039	0	3	CA2
CLDN18	0	4.41287697109045	0.658	0.03	0	3	CLDN18
UQCR11.1	0	4.2993069854527	0.794	0.462	0	3	UQCR11.1
TPI1	0	4.29706433868994	0.721	0.382	0	3	TPI1
TMA7	0	4.27895052346809	0.805	0.602	0	3	TMA7
EEF1D1	0	4.27308254749191	0.842	0.835	0	3	EEF1D
TAGLN2	0	4.25647437253747	0.703	0.368	0	3	TAGLN2
UQCRB	0	4.25249911956884	0.8	0.57	0	3	UQCRB
COX8A	0	4.2334152547764	0.746	0.313	0	3	COX8A
EIF4A1	0	4.23064529860468	0.744	0.509	0	3	EIF4A1
MUC1	0	4.21442556332581	0.701	0.061	0	3	MUC1
NQO1	0	4.20625463501369	0.672	0.041	0	3	NQO1
USMG5	0	4.19250510305371	0.775	0.361	0	3	USMG5
ATP5G2	0	4.18988252226846	0.786	0.566	0	3	ATP5G2
HINT1	0	4.16646483068376	0.761	0.506	0	3	HINT1
H2AFZ	0	4.15666703569159	0.62	0.37	0	3	H2AFZ
EIF11	0	4.11380610725634	0.848	0.883	0	3	EIF1
ZG16B	0	4.06800687196094	0.538	0.02	0	3	ZG16B
TUBA1B	0	4.03701475886029	0.582	0.335	0	3	TUBA1B
YBX1	0	3.98715630713495	0.697	0.411	0	3	YBX1
CXCL3	0	3.98410812326512	0.452	0.052	0	3	CXCL3
CTSE	0	3.98276426863403	0.659	0.024	0	3	CTSE
DYNLL11	0	3.9345097841182	0.742	0.406	0	3	DYNLL1
ALDOA	0	3.92849062170725	0.736	0.409	0	3	ALDOA
